Me: 	EMILY?!
                                Narr:	You decide to be a gentleman, and bring Naomi a sweater.
                                Me: 	(It'll probably be a little big for her petite body...)
                                Me: 	(But, it should do.)
                                Me: 	Pssst! Naomi.
                                Naomi:	Oh, you actually came?
                                Naomi:	With... a sweater?
                                Naomi:	(He's sweet...)
                                Me: 	Didn't you want me to bring you one?
                                Naomi:	Yeah, yeah.
                                Naomi:	Thanks, Dennis.
                                Naomi:	Come in. Let's chat a little.
                                Me: 	Wouldn't we wake Violet up?
                                Naomi:	Oh, Violet? No. She sleeps really soundly.
                                Naomi:	Probably because of all that exercise she gets during the day.
                                Me: 	You sure?
                                Naomi:	Certain.
                                Naomi:	Come in, please.
                                Naomi:	Sit down.
                                Naomi:	Thanks again for making sure I don't freeze my tits off...
                                Me: 	*Chuckle* No problem, Naomi.
                                Me: 	We wouldn't want that to happen.
                                    Naomi:	So, what are you really doing out here?
                                        Naomi:	Oh really? What would you have done if I told you it was just a joke?
                                            Naomi:	Oh really? What would you have done if I told you it was just a joke?
                                                Me: 	I guess I would have gone back to the house.
                                        Me: 	Well, I wanted to spend a little more time with you...
                                            Naomi:	How sweet... And, what did you want to do with me?
                                Naomi:	Oh, do I?
                                Me: 	Yeah...
                                Naomi:	Well, Dennis...
                                Naomi:	Who knew you'd grow a pair so quickly.
                                Me: 	Hey, what the hell?
                                Me: 	I came here to bring you a sweater...
                                Me: 	Not to be insulted.
                                Naomi:	Dennis... Don't take it so seriously...
                                Naomi:	I was just joking.
                                Me: 	It didn't seem like it...
                                Naomi:	You know what?
                                Naomi:	I'll make it up to you...
                                Naomi:	...by letting you choose where we go from here.
                                Me: 	Well...
                                Me: 	I think I have an idea...
                                    Me: 	I think I have an idea...
                                        Me: 	How about you...
                                        Me: 	Give me a handy?
                                        Naomi:	You want me to...
                                        Naomi:	*Sigh* Sure... sure.
                                        Naomi:	I think I owe it to you.
                                        Naomi:	I haven't really shown you my soft side yet...
                                        Naomi:	Just relax...
                                        Naomi:	Go with the flow.
                                        Me: 	Okay...
                                        Naomi:	Does this feel good, Dennis?
                                        Me: 	Yeah... it does.
                                        Naomi:	Good.
                                        Naomi:	Stay like that...
                                        Naomi:	I think this will feel much better...
                                        Me: 	Oh?
                                        Naomi:	Be patient...
                                        Me: 	Mmmm... Yeah...
                                        Me: 	That feels amazing...
                                        Naomi:	Focus on that feeling...
                                        Naomi:	Because this might not happen again soon.
                                        Me: 	Why... not?
                                        Naomi:	Because you're not serving me.
                                        Me: 	Mmm... Oohh...
                                        Me: 	I'll have to, next time.
                                        Naomi:	You...
                                        Naomi:	Better.
                                        Me: 	Aaah!
                                        Naomi:	SSshhh...
                                        Naomi:	You need to stay quieter...
                                        Me: 	*Muffled moan* MMffmm...
                                        Naomi:	Moan as much as you want.
                                        Naomi:	Nobody will hear you.
                                        Me: 	*Muffled moan*
                                        Me: 	*Muffled* Mmmff!
                                        Naomi:	I like this reaction...
                                        Naomi:	Maybe I should... stroke harder.
                                        Me: 	*Muffled moan* Mmmff!
                                        Narr:	As you moan in ecstasy into Naomi's hand...
                                        Narr:	Your cock twitches and throbs.
                                        Narr:	As your ecstasy reaches its peak, your hot load flies toward Naomi.
                                        Narr:	She managed to dodge most of it, however, some semen got on her hands.
                                        Me: 	Aaah... yeah...
                                        Naomi:	Did you discover a new kink?
                                        Me: 	*Quiet chuckle* I don't think so...
                                        Naomi:	Awww...
                                        Naomi:	Maybe I'll have to try something else, next time...
                                        Me: 	Next time?
                                        Naomi:	Yeah...
                                        Naomi:	If you're good.
                                        Me: 	*Quiet gasp* Oooh... I'm excited.
                                        Naomi:	*Yawn* You should be.
                                        Me: 	Am I boring you?
                                        Naomi:	Of course not...
                                        Naomi:	I'm just tired, and it's pretty late.
                                        Me: 	Yeah, it is.
                                        Me: 	I'll head out, and let you go to sleep.
                                        Naomi:	Thanks for bringing the sweater, Dennis.
                                        Me: 	No problem.
                                        Me: 	Night, Naomi.
                                        Naomi:	Night, Dennis.
                                        Me: 	How about you...
                                        Me: 	Just enjoy my touch?
                                        Naomi:	You want me to...
                                        Naomi:	Let you touch me?
                                        Naomi:	Sure, I'm happy with that choice.
                                        Naomi:	I love it when you serve me...
                                        Naomi:	Here. Easier?
                                        Me: 	Much easier...
                                        Me: 	First, I'll start here...
                                        Naomi:	Too bad it's so cold out tonight...
